#    L    TT             EE             TE             PP             TP          
   553    0.24725E+04    0.79094E+01    0.43992E+01    0.61820E+06    0.11172E+03
   554    0.24689E+04    0.80414E+01    0.55349E+01    0.61638E+06    0.11341E+03
   555    0.24651E+04    0.81783E+01    0.66550E+01    0.61454E+06    0.11398E+03
   556    0.24611E+04    0.83201E+01    0.77599E+01    0.61274E+06    0.11219E+03
   557    0.24569E+04    0.84666E+01    0.88483E+01    0.61092E+06    0.11103E+03
   558    0.24525E+04    0.86180E+01    0.99193E+01    0.60914E+06    0.11221E+03
   559    0.24479E+04    0.87740E+01    0.10973E+02    0.60736E+06    0.11335E+03
   560    0.24431E+04    0.89348E+01    0.12008E+02    0.60555E+06    0.11201E+03
   561    0.24381E+04    0.91002E+01    0.13024E+02    0.60377E+06    0.11019E+03
   562    0.24330E+04    0.92702E+01    0.14021E+02    0.60201E+06    0.11085E+03
   563    0.24277E+04    0.94448E+01    0.14998E+02    0.60026E+06    0.11258E+03
   564    0.24221E+04    0.96239E+01    0.15954E+02    0.59847E+06    0.11217E+03
   565    0.24165E+04    0.98074E+01    0.16889E+02    0.59674E+06    0.10994E+03
   566    0.24106E+04    0.99954E+01    0.17802E+02    0.59501E+06    0.10939E+03
   567    0.24046E+04    0.10188E+02    0.18693E+02    0.59328E+06    0.11112E+03
   568    0.23984E+04    0.10384E+02    0.19561E+02    0.59156E+06    0.11193E+03
   569    0.23921E+04    0.10585E+02    0.20406E+02    0.58982E+06    0.11037E+03
   570    0.23856E+04    0.10790E+02    0.21227E+02    0.58811E+06    0.10912E+03
   571    0.23790E+04    0.10999E+02    0.22023E+02    0.58642E+06    0.11023E+03
   572    0.23722E+04    0.11212E+02    0.22795E+02    0.58472E+06    0.11154E+03
   573    0.23653E+04    0.11429E+02    0.23541E+02    0.58301E+06    0.11071E+03
   574    0.23582E+04    0.11650E+02    0.24262E+02    0.58134E+06    0.10914E+03
   575    0.23510E+04    0.11874E+02    0.24957E+02    0.57966E+06    0.10968E+03
   576    0.23437E+04    0.12103E+02    0.25625E+02    0.57800E+06    0.11150E+03
   577    0.23362E+04    0.12335E+02    0.26266E+02    0.57634E+06    0.11139E+03
   578    0.23286E+04    0.12570E+02    0.26879E+02    0.57467E+06    0.10949E+03
   579    0.23209E+04    0.12809E+02    0.27465E+02    0.57301E+06    0.10892E+03
   580    0.23131E+04    0.13052E+02    0.28022E+02    0.57138E+06    0.11058E+03
   581    0.23052E+04    0.13298E+02    0.28552E+02    0.56976E+06    0.11164E+03
   582    0.22971E+04    0.13547E+02    0.29051E+02    0.56811E+06    0.11036E+03
   583    0.22890E+04    0.13799E+02    0.29522E+02    0.56648E+06    0.10902E+03
   584    0.22807E+04    0.14054E+02    0.29963E+02    0.56488E+06    0.10988E+03
   585    0.22724E+04    0.14312E+02    0.30375E+02    0.56328E+06    0.11137E+03
   586    0.22640E+04    0.14573E+02    0.30755E+02    0.56165E+06    0.11091E+03
   587    0.22555E+04    0.14837E+02    0.31106E+02    0.56006E+06    0.10950E+03
   588    0.22469E+04    0.15104E+02    0.31427E+02    0.55848E+06    0.10985E+03
   589    0.22382E+04    0.15373E+02    0.31716E+02    0.55690E+06    0.11157E+03
   590    0.22295E+04    0.15645E+02    0.31974E+02    0.55533E+06    0.11186E+03
   591    0.22207E+04    0.15919E+02    0.32200E+02    0.55374E+06    0.11033E+03
   592    0.22118E+04    0.16195E+02    0.32395E+02    0.55218E+06    0.10971E+03
   593    0.22029E+04    0.16473E+02    0.32559E+02    0.55063E+06    0.11127E+03
   594    0.21939E+04    0.16754E+02    0.32691E+02    0.54908E+06    0.11261E+03
   595    0.21849E+04    0.17036E+02    0.32789E+02    0.54752E+06    0.11174E+03
   596    0.21759E+04    0.17321E+02    0.32856E+02    0.54599E+06    0.11040E+03
   597    0.21667E+04    0.17607E+02    0.32891E+02    0.54445E+06    0.11099E+03
   598    0.21576E+04    0.17894E+02    0.32893E+02    0.54294E+06    0.11254E+03
   599    0.21485E+04    0.18184E+02    0.32863E+02    0.54143E+06    0.11250E+03
   600    0.21393E+04    0.18474E+02    0.32799E+02    0.53990E+06    0.11127E+03
   601    0.21301E+04    0.18766E+02    0.32704E+02    0.53839E+06    0.11127E+03
   602    0.21208E+04    0.19060E+02    0.32576E+02    0.53689E+06    0.11280E+03
   603    0.21116E+04    0.19354E+02    0.32415E+02    0.53541E+06    0.11343E+03
   604    0.21024E+04    0.19649E+02    0.32220E+02    0.53390E+06    0.11224E+03
   605    0.20931E+04    0.19945E+02    0.31994E+02    0.53241E+06    0.11150E+03
   606    0.20839E+04    0.20242E+02    0.31734E+02    0.53095E+06    0.11275E+03
   607    0.20747E+04    0.20540E+02    0.31443E+02    0.52949E+06    0.11429E+03
   608    0.20655E+04    0.20838E+02    0.31118E+02    0.52802E+06    0.11396E+03
   609    0.20563E+04    0.21136E+02    0.30759E+02    0.52654E+06    0.11269E+03
   610    0.20471E+04    0.21435E+02    0.30370E+02    0.52510E+06    0.11298E+03
   611    0.20380E+04    0.21734E+02    0.29948E+02    0.52366E+06    0.11448E+03
   612    0.20289E+04    0.22033E+02    0.29493E+02    0.52221E+06    0.11494E+03
   613    0.20198E+04    0.22332E+02    0.29005E+02    0.52076E+06    0.11398E+03
   614    0.20107E+04    0.22630E+02    0.28486E+02    0.51934E+06    0.11373E+03
   615    0.20018E+04    0.22929E+02    0.27935E+02    0.51792E+06    0.11500E+03
   616    0.19928E+04    0.23227E+02    0.27353E+02    0.51650E+06    0.11591E+03
   617    0.19839E+04    0.23524E+02    0.26738E+02    0.51507E+06    0.11518E+03
   618    0.19751E+04    0.23820E+02    0.26092E+02    0.51367E+06    0.11428E+03
   619    0.19663E+04    0.24116E+02    0.25415E+02    0.51227E+06    0.11508E+03
   620    0.19576E+04    0.24411E+02    0.24708E+02    0.51088E+06    0.11664E+03
   621    0.19490E+04    0.24705E+02    0.23970E+02    0.50950E+06    0.11677E+03
   622    0.19405E+04    0.24998E+02    0.23200E+02    0.50810E+06    0.11574E+03
   623    0.19320E+04    0.25289E+02    0.22401E+02    0.50672E+06    0.11561E+03
   624    0.19236E+04    0.25580E+02    0.21572E+02    0.50535E+06    0.11688E+03
   625    0.19153E+04    0.25868E+02    0.20714E+02    0.50399E+06    0.11775E+03
   626    0.19071E+04    0.26155E+02    0.19825E+02    0.50261E+06    0.11719E+03
   627    0.18990E+04    0.26440E+02    0.18909E+02    0.50125E+06    0.11674E+03
   628    0.18910E+04    0.26724E+02    0.17963E+02    0.49990E+06    0.11770E+03
   629    0.18831E+04    0.27005E+02    0.16990E+02    0.49857E+06    0.11889E+03
   630    0.18753E+04    0.27285E+02    0.15989E+02    0.49724E+06    0.11868E+03
   631    0.18676E+04    0.27562E+02    0.14959E+02    0.49587E+06    0.11771E+03
   632    0.18600E+04    0.27837E+02    0.13902E+02    0.49455E+06    0.11805E+03
   633    0.18525E+04    0.28109E+02    0.12820E+02    0.49323E+06    0.11954E+03
   634    0.18452E+04    0.28379E+02    0.11711E+02    0.49191E+06    0.12019E+03
   635    0.18380E+04    0.28646E+02    0.10575E+02    0.49058E+06    0.11942E+03
   636    0.18309E+04    0.28911E+02    0.94148E+01    0.48927E+06    0.11894E+03
   637    0.18239E+04    0.29173E+02    0.82302E+01    0.48798E+06    0.11982E+03
   638    0.18171E+04    0.29432E+02    0.70206E+01    0.48668E+06    0.12088E+03
   639    0.18104E+04    0.29687E+02    0.57868E+01    0.48539E+06    0.12072E+03
   640    0.18039E+04    0.29940E+02    0.45289E+01    0.48408E+06    0.12014E+03
   641    0.17975E+04    0.30189E+02    0.32492E+01    0.48280E+06    0.12066E+03
   642    0.17912E+04    0.30435E+02    0.19465E+01    0.48152E+06    0.12191E+03
   643    0.17851E+04    0.30677E+02    0.62221E+00    0.48026E+06    0.12222E+03
   644    0.17792E+04    0.30916E+02   -0.72417E+00    0.47897E+06    0.12142E+03
   645    0.17734E+04    0.31151E+02   -0.20909E+01    0.47770E+06    0.12125E+03
   646    0.17677E+04    0.31383E+02   -0.34781E+01    0.47645E+06    0.12244E+03
   647    0.17622E+04    0.31610E+02   -0.48843E+01    0.47521E+06    0.12354E+03
   648    0.17569E+04    0.31834E+02   -0.63107E+01    0.47394E+06    0.12329E+03
   649    0.17518E+04    0.32053E+02   -0.77555E+01    0.47269E+06    0.12265E+03
   650    0.17468E+04    0.32269E+02   -0.92175E+01    0.47146E+06    0.12305E+03
   651    0.17420E+04    0.32480E+02   -0.10697E+02    0.47023E+06    0.12414E+03
   652    0.17373E+04    0.32687E+02   -0.12193E+02    0.46901E+06    0.12441E+03
   653    0.17328E+04    0.32889E+02   -0.13706E+02    0.46776E+06    0.12385E+03
   654    0.17285E+04    0.33087E+02   -0.15234E+02    0.46655E+06    0.12388E+03
   655    0.17244E+04    0.33280E+02   -0.16776E+02    0.46534E+06    0.12497E+03
   656    0.17204E+04    0.33469E+02   -0.18333E+02    0.46412E+06    0.12575E+03
   657    0.17166E+04    0.33653E+02   -0.19904E+02    0.46290E+06    0.12524E+03
   658    0.17130E+04    0.33832E+02   -0.21486E+02    0.46171E+06    0.12459E+03
   659    0.17096E+04    0.34007E+02   -0.23081E+02    0.46051E+06    0.12519E+03
   660    0.17064E+04    0.34176E+02   -0.24688E+02    0.45932E+06    0.12643E+03
   661    0.17034E+04    0.34341E+02   -0.26305E+02    0.45814E+06    0.12677E+03
   662    0.17005E+04    0.34500E+02   -0.27932E+02    0.45694E+06    0.12613E+03
   663    0.16978E+04    0.34654E+02   -0.29569E+02    0.45577E+06    0.12604E+03
   664    0.16954E+04    0.34803E+02   -0.31215E+02    0.45459E+06    0.12696E+03
   665    0.16931E+04    0.34948E+02   -0.32867E+02    0.45343E+06    0.12760E+03
   666    0.16910E+04    0.35086E+02   -0.34528E+02    0.45225E+06    0.12718E+03
   667    0.16891E+04    0.35219E+02   -0.36195E+02    0.45109E+06    0.12675E+03
   668    0.16873E+04    0.35348E+02   -0.37867E+02    0.44993E+06    0.12747E+03
   669    0.16858E+04    0.35470E+02   -0.39545E+02    0.44879E+06    0.12861E+03
   670    0.16845E+04    0.35587E+02   -0.41227E+02    0.44763E+06    0.12866E+03
   671    0.16834E+04    0.35699E+02   -0.42913E+02    0.44648E+06    0.12784E+03
   672    0.16824E+04    0.35805E+02   -0.44601E+02    0.44534E+06    0.12776E+03
   673    0.16817E+04    0.35906E+02   -0.46292E+02    0.44422E+06    0.12881E+03
   674    0.16811E+04    0.36001E+02   -0.47985E+02    0.44310E+06    0.12965E+03
   675    0.16808E+04    0.36089E+02   -0.49679E+02    0.44194E+06    0.12937E+03
   676    0.16806E+04    0.36172E+02   -0.51372E+02    0.44083E+06    0.12901E+03
   677    0.16806E+04    0.36250E+02   -0.53065E+02    0.43972E+06    0.12969E+03
   678    0.16809E+04    0.36322E+02   -0.54757E+02    0.43861E+06    0.13072E+03
   679    0.16813E+04    0.36387E+02   -0.56446E+02    0.43748E+06    0.13074E+03
   680    0.16819E+04    0.36447E+02   -0.58133E+02    0.43638E+06    0.13009E+03
   681    0.16827E+04    0.36501E+02   -0.59818E+02    0.43528E+06    0.13030E+03
   682    0.16837E+04    0.36549E+02   -0.61497E+02    0.43418E+06    0.13155E+03
   683    0.16849E+04    0.36591E+02   -0.63171E+02    0.43310E+06    0.13234E+03
   684    0.16862E+04    0.36627E+02   -0.64840E+02    0.43199E+06    0.13184E+03
   685    0.16878E+04    0.36657E+02   -0.66502E+02    0.43091E+06    0.13128E+03
   686    0.16895E+04    0.36681E+02   -0.68157E+02    0.42983E+06    0.13189E+03
   687    0.16915E+04    0.36699E+02   -0.69804E+02    0.42876E+06    0.13290E+03
   688    0.16936E+04    0.36711E+02   -0.71443E+02    0.42767E+06    0.13290E+03
   689    0.16959E+04    0.36717E+02   -0.73073E+02    0.42661E+06    0.13228E+03
   690    0.16983E+04    0.36717E+02   -0.74691E+02    0.42554E+06    0.13245E+03
   691    0.17010E+04    0.36711E+02   -0.76300E+02    0.42449E+06    0.13354E+03
   692    0.17038E+04    0.36699E+02   -0.77897E+02    0.42342E+06    0.13403E+03
   693    0.17068E+04    0.36681E+02   -0.79482E+02    0.42228E+06    0.16340E+03
   694    0.17100E+04    0.36657E+02   -0.81054E+02    0.42123E+06    0.16334E+03
   695    0.17134E+04    0.36627E+02   -0.82614E+02    0.42019E+06    0.16456E+03
   696    0.17169E+04    0.36592E+02   -0.84159E+02    0.41915E+06    0.16617E+03
   697    0.17206E+04    0.36550E+02   -0.85688E+02    0.41811E+06    0.16667E+03
   698    0.17245E+04    0.36502E+02   -0.87203E+02    0.41707E+06    0.16640E+03
   699    0.17285E+04    0.36449E+02   -0.88703E+02    0.41604E+06    0.16692E+03
   700    0.17327E+04    0.36390E+02   -0.90186E+02    0.41502E+06    0.16837E+03
   701    0.17371E+04    0.36324E+02   -0.91650E+02    0.41399E+06    0.16923E+03
   702    0.17416E+04    0.36253E+02   -0.93099E+02    0.41297E+06    0.16899E+03
   703    0.17463E+04    0.36176E+02   -0.94529E+02    0.41196E+06    0.16903E+03
   704    0.17511E+04    0.36094E+02   -0.95940E+02    0.41095E+06    0.17033E+03
   705    0.17561E+04    0.36005E+02   -0.97329E+02    0.40994E+06    0.17181E+03
   706    0.17612E+04    0.35911E+02   -0.98701E+02    0.40893E+06    0.17204E+03
   707    0.17665E+04    0.35812E+02   -0.10005E+03    0.40793E+06    0.17156E+03
   708    0.17719E+04    0.35707E+02   -0.10138E+03    0.40693E+06    0.17198E+03
   709    0.17775E+04    0.35597E+02   -0.10269E+03    0.40594E+06    0.17341E+03
   710    0.17832E+04    0.35480E+02   -0.10397E+03    0.40495E+06    0.17430E+03
   711    0.17890E+04    0.35359E+02   -0.10523E+03    0.40396E+06    0.17408E+03
   712    0.17950E+04    0.35232E+02   -0.10647E+03    0.40298E+06    0.17409E+03
   713    0.18011E+04    0.35100E+02   -0.10768E+03    0.40200E+06    0.17528E+03
   714    0.18073E+04    0.34963E+02   -0.10886E+03    0.40102E+06    0.17654E+03
   715    0.18136E+04    0.34820E+02   -0.11003E+03    0.40005E+06    0.17657E+03
   716    0.18201E+04    0.34673E+02   -0.11116E+03    0.39908E+06    0.17601E+03
   717    0.18267E+04    0.34521E+02   -0.11227E+03    0.39812E+06    0.17651E+03
   718    0.18334E+04    0.34364E+02   -0.11335E+03    0.39715E+06    0.17800E+03
   719    0.18402E+04    0.34201E+02   -0.11440E+03    0.39619E+06    0.17884E+03
   720    0.18471E+04    0.34034E+02   -0.11543E+03    0.39524E+06    0.17851E+03
   721    0.18541E+04    0.33862E+02   -0.11643E+03    0.39429E+06    0.17836E+03
   722    0.18612E+04    0.33686E+02   -0.11740E+03    0.39334E+06    0.17935E+03
   723    0.18684E+04    0.33505E+02   -0.11833E+03    0.39239E+06    0.18044E+03
   724    0.18757E+04    0.33320E+02   -0.11924E+03    0.39145E+06    0.18037E+03
   725    0.18831E+04    0.33130E+02   -0.12012E+03    0.39051E+06    0.17984E+03
   726    0.18906E+04    0.32937E+02   -0.12097E+03    0.38958E+06    0.18036E+03
   727    0.18981E+04    0.32738E+02   -0.12179E+03    0.38864E+06    0.18174E+03
   728    0.19058E+04    0.32536E+02   -0.12257E+03    0.38771E+06    0.18241E+03
   729    0.19135E+04    0.32330E+02   -0.12333E+03    0.38679E+06    0.18189E+03
   730    0.19213E+04    0.32120E+02   -0.12405E+03    0.38587E+06    0.18156E+03
   731    0.19291E+04    0.31906E+02   -0.12474E+03    0.38495E+06    0.18241E+03
   732    0.19370E+04    0.31688E+02   -0.12539E+03    0.38403E+06    0.18345E+03
   733    0.19450E+04    0.31466E+02   -0.12602E+03    0.38312E+06    0.18341E+03
   734    0.19530E+04    0.31242E+02   -0.12661E+03    0.38221E+06    0.18290E+03
   735    0.19610E+04    0.31013E+02   -0.12717E+03    0.38130E+06    0.18335E+03
   736    0.19691E+04    0.30781E+02   -0.12769E+03    0.38040E+06    0.18456E+03
   737    0.19773E+04    0.30547E+02   -0.12818E+03    0.37950E+06    0.18503E+03
   738    0.19855E+04    0.30309E+02   -0.12863E+03    0.37860E+06    0.18440E+03
   739    0.19937E+04    0.30068E+02   -0.12905E+03    0.37770E+06    0.18400E+03
   740    0.20020E+04    0.29824E+02   -0.12944E+03    0.37681E+06    0.18476E+03
   741    0.20102E+04    0.29577E+02   -0.12979E+03    0.37592E+06    0.18576E+03
   742    0.20185E+04    0.29328E+02   -0.13011E+03    0.37504E+06    0.18573E+03
   743    0.20269E+04    0.29077E+02   -0.13039E+03    0.37416E+06    0.18514E+03
   744    0.20352E+04    0.28822E+02   -0.13063E+03    0.37328E+06    0.18533E+03
   745    0.20435E+04    0.28566E+02   -0.13084E+03    0.37240E+06    0.18629E+03
   746    0.20519E+04    0.28307E+02   -0.13101E+03    0.37153E+06    0.18663E+03
   747    0.20602E+04    0.28046E+02   -0.13115E+03    0.37066E+06    0.18592E+03
   748    0.20686E+04    0.27784E+02   -0.13125E+03    0.36979E+06    0.18549E+03
   749    0.20769E+04    0.27519E+02   -0.13132E+03    0.36893E+06    0.18618E+03
   750    0.20852E+04    0.27252E+02   -0.13135E+03    0.36806E+06    0.18711E+03
   751    0.20936E+04    0.26985E+02   -0.13134E+03    0.36721E+06    0.18708E+03
   752    0.21019E+04    0.26715E+02   -0.13130E+03    0.36635E+06    0.18642E+03
   753    0.21101E+04    0.26445E+02   -0.13123E+03    0.36550E+06    0.18641E+03
   754    0.21184E+04    0.26173E+02   -0.13111E+03    0.36465E+06    0.18715E+03
   755    0.21266E+04    0.25900E+02   -0.13096E+03    0.36380E+06    0.18751E+03
   756    0.21348E+04    0.25626E+02   -0.13078E+03    0.36295E+06    0.18691E+03
   757    0.21429E+04    0.25351E+02   -0.13056E+03    0.36211E+06    0.18639E+03
   758    0.21510E+04    0.25075E+02   -0.13030E+03    0.36127E+06    0.18692E+03
   759    0.21591E+04    0.24799E+02   -0.13000E+03    0.36044E+06    0.18776E+03
   760    0.21671E+04    0.24522E+02   -0.12967E+03    0.35961E+06    0.18766E+03
   761    0.21750E+04    0.24245E+02   -0.12931E+03    0.35877E+06    0.18685E+03
   762    0.21829E+04    0.23968E+02   -0.12891E+03    0.35795E+06    0.18658E+03
   763    0.21907E+04    0.23691E+02   -0.12847E+03    0.35712E+06    0.18714E+03
   764    0.21985E+04    0.23413E+02   -0.12800E+03    0.35630E+06    0.18747E+03
   765    0.22062E+04    0.23136E+02   -0.12750E+03    0.35548E+06    0.18699E+03
   766    0.22138E+04    0.22860E+02   -0.12696E+03    0.35466E+06    0.18640E+03
   767    0.22213E+04    0.22583E+02   -0.12638E+03    0.35385E+06    0.18666E+03
   768    0.22287E+04    0.22307E+02   -0.12577E+03    0.35304E+06    0.18740E+03
   769    0.22361E+04    0.22032E+02   -0.12513E+03    0.35223E+06    0.18738E+03
   770    0.22434E+04    0.21758E+02   -0.12445E+03    0.35142E+06    0.18650E+03
   771    0.22506E+04    0.21484E+02   -0.12374E+03    0.35062E+06    0.18600E+03
   772    0.22577E+04    0.21211E+02   -0.12299E+03    0.34982E+06    0.18645E+03
   773    0.22647E+04    0.20940E+02   -0.12222E+03    0.34902E+06    0.18689E+03
   774    0.22715E+04    0.20670E+02   -0.12141E+03    0.34822E+06    0.18644E+03
   775    0.22783E+04    0.20401E+02   -0.12056E+03    0.34743E+06    0.18572E+03
   776    0.22850E+04    0.20134E+02   -0.11969E+03    0.34664E+06    0.18570E+03
   777    0.22916E+04    0.19869E+02   -0.11878E+03    0.34585E+06    0.18622E+03
   778    0.22980E+04    0.19606E+02   -0.11784E+03    0.34506E+06    0.18623E+03
   779    0.23043E+04    0.19344E+02   -0.11687E+03    0.34428E+06    0.18532E+03
   780    0.23105E+04    0.19084E+02   -0.11586E+03    0.34350E+06    0.18451E+03
   781    0.23166E+04    0.18827E+02   -0.11483E+03    0.34272E+06    0.18473E+03
   782    0.23225E+04    0.18572E+02   -0.11377E+03    0.34194E+06    0.18527E+03
   783    0.23283E+04    0.18319E+02   -0.11268E+03    0.34117E+06    0.18495E+03
   784    0.23340E+04    0.18068E+02   -0.11156E+03    0.34040E+06    0.18398E+03
   785    0.23395E+04    0.17821E+02   -0.11041E+03    0.33963E+06    0.18369E+03
   786    0.23449E+04    0.17576E+02   -0.10923E+03    0.33887E+06    0.18415E+03
   787    0.23502E+04    0.17334E+02   -0.10802E+03    0.33810E+06    0.18423E+03
   788    0.23553E+04    0.17094E+02   -0.10679E+03    0.33734E+06    0.18334E+03
   789    0.23602E+04    0.16858E+02   -0.10553E+03    0.33658E+06    0.18235E+03
   790    0.23650E+04    0.16625E+02   -0.10424E+03    0.33583E+06    0.18234E+03
   791    0.23697E+04    0.16396E+02   -0.10293E+03    0.33507E+06    0.18292E+03
   792    0.23742E+04    0.16170E+02   -0.10159E+03    0.33432E+06    0.18276E+03
   793    0.23785E+04    0.15947E+02   -0.10022E+03    0.33357E+06    0.18163E+03
   794    0.23827E+04    0.15727E+02   -0.98831E+02    0.33282E+06    0.18088E+03
   795    0.23867E+04    0.15512E+02   -0.97420E+02    0.33208E+06    0.18124E+03
   796    0.23905E+04    0.15300E+02   -0.95984E+02    0.33134E+06    0.18150E+03
   797    0.23942E+04    0.15092E+02   -0.94522E+02    0.33060E+06    0.18057E+03
   798    0.23977E+04    0.14889E+02   -0.93040E+02    0.32986E+06    0.17930E+03
   799    0.24010E+04    0.14689E+02   -0.91538E+02    0.32912E+06    0.17908E+03
   800    0.24042E+04    0.14494E+02   -0.90014E+02    0.32839E+06    0.17971E+03
   801    0.24072E+04    0.14302E+02   -0.88467E+02    0.32766E+06    0.17968E+03
   802    0.24100E+04    0.14115E+02   -0.86901E+02    0.32693E+06    0.17850E+03
   803    0.24126E+04    0.13933E+02   -0.85317E+02    0.32620E+06    0.17744E+03
   804    0.24150E+04    0.13755E+02   -0.83715E+02    0.32548E+06    0.17760E+03
   805    0.24173E+04    0.13582E+02   -0.82093E+02    0.32476E+06    0.17812E+03
   806    0.24194E+04    0.13414E+02   -0.80452E+02    0.32404E+06    0.17735E+03
   807    0.24213E+04    0.13250E+02   -0.78796E+02    0.32332E+06    0.17576E+03
   808    0.24230E+04    0.13091E+02   -0.77124E+02    0.32260E+06    0.17525E+03
   809    0.24245E+04    0.12937E+02   -0.75437E+02    0.32189E+06    0.17598E+03
   810    0.24258E+04    0.12788E+02   -0.73732E+02    0.32118E+06    0.17613E+03
   811    0.24269E+04    0.12644E+02   -0.72014E+02    0.32047E+06    0.17481E+03
   812    0.24278E+04    0.12506E+02   -0.70283E+02    0.31976E+06    0.17342E+03
   813    0.24286E+04    0.12372E+02   -0.68539E+02    0.31906E+06    0.17342E+03
   814    0.24291E+04    0.12244E+02   -0.66781E+02    0.31836E+06    0.17401E+03
   815    0.24295E+04    0.12122E+02   -0.65012E+02    0.31766E+06    0.17343E+03
   816    0.24297E+04    0.12004E+02   -0.63233E+02    0.31696E+06    0.17164E+03
   817    0.24296E+04    0.11892E+02   -0.61444E+02    0.31626E+06    0.17070E+03
   818    0.24294E+04    0.11786E+02   -0.59645E+02    0.31557E+06    0.17143E+03
   819    0.24289E+04    0.11685E+02   -0.57834E+02    0.31488E+06    0.17189E+03
   820    0.24283E+04    0.11590E+02   -0.56017E+02    0.31419E+06    0.17055E+03
   821    0.24275E+04    0.11500E+02   -0.54193E+02    0.31350E+06    0.16875E+03
   822    0.24265E+04    0.11417E+02   -0.52362E+02    0.31281E+06    0.16858E+03
   823    0.24252E+04    0.11339E+02   -0.50523E+02    0.31213E+06    0.16939E+03
   824    0.24238E+04    0.11267E+02   -0.48679E+02    0.31145E+06    0.16891E+03
   825    0.24222E+04    0.11200E+02   -0.46831E+02    0.31077E+06    0.16696E+03
   826    0.24204E+04    0.11140E+02   -0.44979E+02    0.31009E+06    0.16564E+03
   827    0.24184E+04    0.11085E+02   -0.43123E+02    0.30941E+06    0.16621E+03
   828    0.24161E+04    0.11037E+02   -0.41264E+02    0.30874E+06    0.16695E+03
   829    0.24137E+04    0.10994E+02   -0.39403E+02    0.30807E+06    0.16573E+03
   830    0.24111E+04    0.10957E+02   -0.37541E+02    0.30740E+06    0.16354E+03
   831    0.24083E+04    0.10927E+02   -0.35679E+02    0.30673E+06    0.16298E+03
   832    0.24053E+04    0.10902E+02   -0.33816E+02    0.30606E+06    0.16398E+03
   833    0.24021E+04    0.10884E+02   -0.31954E+02    0.30540E+06    0.16382E+03
   834    0.23987E+04    0.10871E+02   -0.30093E+02    0.30474E+06    0.16161E+03
   835    0.23951E+04    0.10865E+02   -0.28235E+02    0.30408E+06    0.15988E+03
   836    0.23913E+04    0.10864E+02   -0.26380E+02    0.30342E+06    0.16033E+03
   837    0.23873E+04    0.10870E+02   -0.24528E+02    0.30276E+06    0.16130E+03
   838    0.23831E+04    0.10882E+02   -0.22679E+02    0.30211E+06    0.16027E+03
   839    0.23788E+04    0.10900E+02   -0.20836E+02    0.30146E+06    0.15784E+03
   840    0.23742E+04    0.10924E+02   -0.18998E+02    0.30081E+06    0.15687E+03
   841    0.23695E+04    0.10954E+02   -0.17168E+02    0.30016E+06    0.15792E+03
   842    0.23645E+04    0.10991E+02   -0.15344E+02    0.29951E+06    0.15819E+03
   843    0.23594E+04    0.11033E+02   -0.13526E+02    0.29887E+06    0.15602E+03
   844    0.23541E+04    0.11082E+02   -0.11717E+02    0.29822E+06    0.15370E+03
   845    0.23486E+04    0.11136E+02   -0.99183E+01    0.29758E+06    0.15392E+03
   846    0.23429E+04    0.11197E+02   -0.81292E+01    0.29694E+06    0.15522E+03
   847    0.23371E+04    0.11263E+02   -0.63491E+01    0.29631E+06    0.15444E+03
   848    0.23310E+04    0.11336E+02   -0.45795E+01    0.29567E+06    0.15179E+03
   849    0.23248E+04    0.11414E+02   -0.28218E+01    0.29504E+06    0.15041E+03
   850    0.23184E+04    0.11499E+02   -0.10775E+01    0.29440E+06    0.15145E+03
   851    0.23118E+04    0.11589E+02    0.65415E+00    0.29377E+06    0.15212E+03
   852    0.23051E+04    0.11686E+02    0.23734E+01    0.29314E+06    0.15015E+03
   853    0.22982E+04    0.11788E+02    0.40792E+01    0.29252E+06    0.14739E+03
   854    0.22911E+04    0.11896E+02    0.57696E+01    0.29189E+06    0.14709E+03
   855    0.22839E+04    0.12010E+02    0.74437E+01    0.29127E+06    0.14866E+03
   856    0.22765E+04    0.12129E+02    0.91022E+01    0.29065E+06    0.14838E+03
   857    0.22689E+04    0.12254E+02    0.10745E+02    0.29003E+06    0.14556E+03
   858    0.22612E+04    0.12385E+02    0.12372E+02    0.28941E+06    0.14364E+03
   859    0.22533E+04    0.12521E+02    0.13980E+02    0.28880E+06    0.14459E+03
   860    0.22453E+04    0.12663E+02    0.15569E+02    0.28818E+06    0.14575E+03
   861    0.22371E+04    0.12811E+02    0.17139E+02    0.28757E+06    0.14404E+03
   862    0.22287E+04    0.12964E+02    0.18691E+02    0.28696E+06    0.14093E+03
   863    0.22202E+04    0.13122E+02    0.20224E+02    0.28635E+06    0.14010E+03
   864    0.22116E+04    0.13285E+02    0.21736E+02    0.28574E+06    0.14165E+03
   865    0.22028E+04    0.13454E+02    0.23226E+02    0.28513E+06    0.14194E+03
   866    0.21939E+04    0.13628E+02    0.24694E+02    0.28453E+06    0.13919E+03
   867    0.21848E+04    0.13807E+02    0.26142E+02    0.28393E+06    0.13659E+03
   868    0.21756E+04    0.13991E+02    0.27568E+02    0.28333E+06    0.13719E+03
   869    0.21663E+04    0.14180E+02    0.28971E+02    0.28273E+06    0.13886E+03
   870    0.21568E+04    0.14374E+02    0.30349E+02    0.28213E+06    0.13767E+03
   871    0.21472E+04    0.14573E+02    0.31702E+02    0.28154E+06    0.13421E+03
   872    0.21375E+04    0.14776E+02    0.33033E+02    0.28094E+06    0.13272E+03
